Date,Australian Equities,Developed Market Equities,Emerging Market Equities,Australian Listed Property,Hedge Funds,Australian Fixed Interest,Global Fixed Interest,Cash (Bank bills)
31/07/2020,0.006025392,0.033918273,0.081166385,-0.049137182,0.026387387,0.003720682,0.010307181,9.08702E-05
31/08/2020,0.030492978,0.062685698,0.021739607,0.077195251,0.017229816,-0.004220282,-0.007124623,9.29392E-05
30/09/2020,-0.03594778,-0.028908006,-0.016491593,-0.012161288,-0.009308824,0.010754819,0.003650627,7.16699E-05
31/10/2020,0.018875429,-0.030527498,0.014927513,-0.018557459,-0.004658533,0.002785889,-1.54048E-05,0.00011136
30/11/2020,0.102281268,0.119726259,0.077744268,0.197023445,0.029896842,-0.001087349,0.005303869,7.02276E-05
31/12/2020,0.013196386,0.035066843,0.060660549,-0.010457472,0.037808761,-0.002721238,0.002561775,2.565E-05
31/01/2021,0.003317375,-0.007722464,0.038054094,-0.0300266,-0.002249032,-0.004192817,-0.005718247,1.23602E-05
28/02/2021,0.014760429,0.026472949,0.010330744,-0.00063235,0.023347117,-0.035808856,-0.015587741,-4.55976E-06
31/03/2021,0.022963663,0.042091325,-0.008711134,0.050939601,0.007337389,0.008003591,-0.004162108,2.02679E-05
30/04/2021,0.036973984,0.040437661,0.016033874,0.017245299,0.025920992,0.005621613,0.00242782,2.88946E-05
31/05/2021,0.02308145,0.010319357,0.013481566,0.010001449,0.011009796,0.002650036,0.002091592,3.93576E-05
30/06/2021,0.022536632,0.023420533,0.008338206,0.034781023,-0.006743361,0.006881364,0.004866828,2.61468E-05
31/07/2021,0.011058328,0.017143442,-0.061051869,-0.029038102,0.002839352,0.017606739,0.012537638,2.99317E-05
31/08/2021,0.026089571,0.026731981,0.02260513,0.076034007,0.009236807,0.000912167,-0.002172334,1.52558E-05
30/09/2021,-0.01886966,-0.036871561,-0.02820335,0.003647697,-0.000180546,-0.015149115,-0.0097294,5.50012E-06
31/10/2021,0.000995849,0.055045773,0.008918212,0.005262911,0.012779375,-0.035549135,-0.002619511,-1.05812E-05
30/11/2021,-0.005315803,-0.014674612,-0.032215423,0.001269095,-0.022095431,0.020812603,0.007401146,5.54682E-05
31/12/2021,0.026506744,0.039970035,0.014845724,0.036688658,0.019158485,0.000915146,-0.004405154,3.62854E-05
31/01/2022,-0.064543328,-0.049318275,-0.017905811,-0.075119094,-0.00656428,-0.010198576,-0.016374658,5.02106E-05
28/02/2022,0.020868933,-0.026507954,-0.023825023,0.04225899,0.003657067,-0.012100464,-0.012982516,5.0883E-05
31/03/2022,0.068972921,0.031073969,-0.020627255,0.009982304,0.024346818,-0.037474803,-0.021280738,3.38146E-05
30/04/2022,-0.008364057,-0.068950374,-0.035202697,-0.006411891,0.003853565,-0.014876334,-0.028826317,-0.000159749
31/05/2022,-0.027595995,-0.002339435,-0.001686331,-0.056032059,-0.006281626,-0.008858155,-0.001935327,0.000348551
30/06/2022,-0.089663636,-0.077741264,-0.045551283,-0.088340081,-0.020571351,-0.014797487,-0.016412386,0.000502503
31/07/2022,0.059544932,0.079752184,0.001107097,0.100966846,0,0.03356613,0.024890483,0.001227143
